file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std
947_Pop_music.wav,0.113,0.152,1.633,1.476,0.12,0.036,0.143,0.052,23.677,14.532,18.823,17.894,16.951,17.112,33.192,5.388,3.386,4.244,2.958,2.606,1.983,3.444,-57.513,78.747,-14.286,28.729,-9.819,9.858,4.349,9.277,0.016,4.576,-2.009,6.114,-3.856,-1.352,-9.673,-2.557,-9.044,-1.967,-1.124,4.251,23.45,15.514,12.336,9.953,7.467,7.257,7.175,7.504,7.619,8.209,7.444,6.836,7.432,6.925,7.213,6.604,6.684,6.596,6.643,7.066
948_Techno.wav,0.247,0.311,0.723,-0.316,0.151,0.086,0.296,0.095,18.562,14.437,19.387,19.8,19.611,18.2,32.203,5.969,4.143,5.773,6.515,5.571,3.803,2.275,-1.864,40.708,21.911,22.022,9.178,12.704,1.279,9.29,0.904,11.655,-1.173,4.701,-3.072,3.163,1.059,7.321,3.029,9.333,0.125,3.327,42.513,19.279,13.409,12.899,10.632,9.857,13.664,9.282,8.815,8.111,7.549,6.775,8.625,8.309,7.455,8.957,8.625,7.386,7.067,7.449
949_Rhythm_blues.wav,0.199,0.251,1.06,0.142,0.081,0.037,0.243,0.067,20.814,18.577,23.156,19.01,20.023,18.152,30.711,4.388,4.191,4.441,4.555,3.858,3.912,2.49,-57.224,71.283,6.623,32.388,17.405,2.028,-8.057,9.361,-11.084,0.026,-1.234,5.9,1.808,8.702,1.113,2.696,1.508,4.958,-3.734,1.59,48.056,19.782,19.645,15.474,12.736,13.164,9.575,9.14,8.962,9.528,7.241,8.665,9.275,8.297,8.062,7.254,8.031,7.629,7.097,6.759
950_Techno.wav,0.275,0.337,0.848,-0.253,0.058,0.024,0.337,0.06,25.254,17.928,17.317,16.054,16.153,35.195,28.628,4.777,3.959,3.827,2.768,1.916,9.711,3.027,-101.153,207.45,-73.209,26.799,19.787,-42.696,4.422,-3.144,-28.284,-4.072,-14.294,-12.064,-0.885,-10.634,-4.068,-0.746,-8.64,4.084,5.834,0.949,37.712,23.042,28.503,14.707,11.254,11.858,9.389,8.339,6.544,7.377,6.247,5.842,6.058,5.09,5.1,4.773,5.837,6.665,6.97,7.664
953_Hip_hop_music.wav,0.109,0.15,1.8,2.111,0.151,0.065,0.14,0.054,16.13,12.901,15.464,14.844,16.925,18.194,31.458,5.325,3.796,4.513,3.414,2.942,3.725,2.783,-57.902,80.384,-16.226,17.674,5.558,4.233,-1.166,5.235,-1.702,8.516,-0.415,9.544,2.915,2.479,-0.573,3.813,-4.212,3.75,0.916,3.204,37.623,28.782,27.544,16.914,12.408,14.311,10.173,10.027,7.816,8.417,9.926,7.968,7.494,6.98,6.887,7.969,7.558,7.044,6.728,6.457
954_Techno.wav,0.281,0.366,0.924,0.047,0.031,0.023,0.336,0.146,21.51,12.728,14.294,18.825,16.573,23.762,41.696,4.426,3.195,3.266,3.471,2.254,4.066,4.974,-123.628,153.233,-23.785,63.863,-27.067,5.915,14.821,-3.344,30.533,12.972,10.668,2.128,7.4,8.447,3.019,7.611,-2.01,3.89,3.863,-1.939,16.453,7.043,9.333,16.311,14.695,10.116,8.896,7.438,8.624,6.61,4.926,7.227,7.329,5.362,6.49,4.627,5.703,6.387,6.479,5.551
955_Reggae.wav,0.235,0.28,0.639,-0.631,0.064,0.03,0.278,0.036,25.055,15.552,18.48,17.091,18.798,17.195,33.051,4.694,3.969,4.368,3.145,3.314,2.673,4.423,-42.03,75.168,-4.059,20.481,13.186,14.486,-11.817,13.81,3.773,4.995,-2.536,6.677,-0.088,7.599,-3.781,6.403,-0.165,4.583,2.527,6.687,42.557,25.1,22.279,15.549,16.524,11.799,13.57,8.984,8.98,9.287,7.452,6.967,8.477,7.01,7.001,7.958,7.277,8.487,9.067,10.28
956_Rhythm_blues.wav,0.121,0.153,1.127,0.224,0.05,0.036,0.146,0.043,23.066,22.027,23.157,22.793,23.1,23.588,31.786,5.626,4.602,4.615,4.165,3.719,5.405,3.572,-197.561,119.326,-8.876,37.854,17.949,-8.236,5.897,-5.28,-19.412,-4.628,-13.006,-13.601,-18.497,-11.776,-9.606,-14.505,-11.33,-5.482,-9.483,-9.639,70.224,42.378,28.309,18.378,12.016,9.585,13.815,9.198,9.396,16.319,9.132,8.338,8.983,6.904,8.529,7.729,6.316,9.501,9.88,8.668
958_Rhythm_blues.wav,0.128,0.168,1.555,1.282,0.049,0.022,0.158,0.057,17.275,19.419,21.615,23.104,24.375,23.948,34.924,4.919,4.158,3.981,4.251,4.422,5.768,4.547,-157.531,138.071,6.265,36.301,-2.616,2.743,-1.851,7.154,5.327,-9.827,-1.259,4.731,-1.207,5.225,-2.905,3.896,0.018,7.132,2.38,10.877,53.011,31.109,17.264,13.211,10.342,12.261,9.526,7.866,8.03,11.146,10.439,8.912,7.41,7.598,10.591,10.285,11.288,8.539,8.379,8.558
959_Pop_music.wav,0.005,0.008,1.626,2.057,0.187,0.102,0.007,0.004,18.171,11.413,13.12,14.82,17.226,17.822,53.288,5.494,3.297,3.672,3.849,4.73,3.616,3.326,-392.986,77.03,-16.584,45.896,-23.294,43.222,-24.22,33.018,-18.459,20.213,-14.221,14.249,-11.336,6.997,-3.555,-0.985,1.309,-4.839,1.685,-8.769,39.944,21.844,18.866,12.579,12.524,11.321,10.595,8.427,9.799,6.483,8.389,6.27,5.62,5.277,7.268,5.803,6.21,6.371,7.267,5.932
960_Techno.wav,0.116,0.154,1.773,1.741,0.087,0.032,0.145,0.052,17.623,16.117,18.925,19.388,16.075,15.952,30.327,4.06,3.207,3.557,3.544,2.505,1.767,1.483,-66.901,92.297,-0.711,20.2,5.788,6.135,2.807,14.14,-0.127,-0.279,-6.184,-2.643,-8.515,2.165,-3.796,-2.402,-8.924,-5.413,-9.24,0.911,28.233,14.729,14.95,5.122,6.371,5.372,4.727,5.095,4.94,4.172,4.877,4.892,5.599,5.067,5.087,5.653,5.685,5.047,5.147,5.852
961_Rhythm_blues.wav,0.08,0.101,1.221,0.408,0.07,0.009,0.099,0.019,24.361,18.129,22.734,23.262,20.717,18.349,33.023,4.858,3.973,3.859,3.043,2.796,3.098,3.398,-167.268,114.591,-3.607,14.062,-15.909,-8.343,-19.885,-1.919,-6.173,5.937,-3.615,-1.804,-14.797,-10.028,-14.206,-3.326,-6.115,-3.466,-11.926,-0.802,31.479,21.644,11.598,7.515,6.411,4.989,5.424,5.134,6.777,8.557,7.554,5.874,7.729,7.252,4.987,5.32,6.851,5.667,7.341,6.448
962_Techno.wav,0.288,0.367,0.69,-0.289,0.026,0.021,0.345,0.126,20.052,12.718,15.281,16.966,16.987,15.824,31.463,4.603,3.38,3.563,3.076,2.825,1.809,2.111,-108.681,105.52,20.061,28.968,8.648,21.629,4.59,14.22,5.206,11.698,1.208,8.165,3.964,8.936,0.333,7.362,4.604,9.966,5.408,7.72,47.236,11.988,18.052,8.45,8.018,8.76,7.26,7.189,5.755,6.71,5.717,6.006,6.745,6.242,5.15,4.872,5.459,8.902,7.911,5.049
964_Techno.wav,0.251,0.324,0.832,-0.102,0.128,0.062,0.306,0.105,22.654,14.121,18.541,19.315,18.693,16.716,31.418,4.964,4.923,4.334,3.384,3.832,2.485,1.636,-17.106,44.771,26.111,31.966,14.484,16.819,4.627,9.628,2.926,10.536,-0.167,3.889,-6.35,-1.074,-1.664,4.655,-1.355,3.618,-0.211,2.451,29.77,17.048,12.305,9.389,10.075,9.291,8.565,7.548,10.11,10.485,8.739,9.465,8.945,8.691,7.357,7.389,8.023,9.754,8.833,9.533
965_Rhythm_blues.wav,0.09,0.115,1.13,0.259,0.342,0.053,0.113,0.018,12.514,12.891,15.122,17.167,16.48,17.966,37.629,3.833,3.658,3.474,3.087,2.585,1.678,2.978,-44.635,21.74,-18.861,29.386,-32.829,12.282,-7.224,5.048,2.172,-7.608,-6.116,0.419,-9.758,5.979,-4.655,-2.791,1.044,2.791,2.407,8.985,18.805,16.796,10.444,10.345,9.135,8.438,9.206,9.995,6.902,8.837,6.124,7.237,6.462,6.462,5.335,6.099,4.859,5.291,6.302,5.273
966_Hip_hop_music.wav,0.066,0.092,2.174,3.315,0.053,0.025,0.078,0.048,20.58,21.72,31.269,26.687,21.75,18.512,31.868,6.271,4.844,7.415,6.311,5.099,2.565,2.007,-283.224,119.246,-5.243,15.512,-4.0,0.374,-13.867,-11.742,-17.168,-12.164,-10.144,-10.253,-6.757,2.283,11.155,15.065,9.487,0.897,-4.128,-0.893,100.952,32.387,25.074,15.412,8.621,6.795,8.418,10.447,11.51,11.774,12.464,10.83,8.634,12.193,17.82,16.3,15.361,17.683,13.26,9.615
967_Rock_music.wav,0.192,0.24,0.911,-0.125,0.15,0.067,0.239,0.022,21.353,13.403,15.743,15.875,15.27,17.275,30.96,4.641,3.662,3.619,2.499,1.982,1.955,2.018,20.867,76.278,-9.406,14.266,-1.765,-6.788,-0.711,2.805,-9.93,-3.497,-9.109,-7.086,-12.093,-6.337,-15.072,-9.036,-10.564,-2.299,-5.378,3.653,24.825,27.885,15.547,9.16,6.592,5.362,5.466,6.565,4.716,4.669,4.952,5.109,4.343,5.04,4.588,4.237,3.734,4.466,4.411,4.483
970_Rock_music.wav,0.196,0.246,1.034,0.072,0.186,0.071,0.243,0.038,21.389,16.186,18.167,18.097,17.475,18.783,34.02,5.588,4.608,3.824,3.028,2.354,2.028,2.327,25.898,56.235,-1.837,32.665,-0.162,6.491,-0.919,9.909,-2.157,10.644,-1.292,1.523,-11.088,-5.187,-7.568,1.431,-7.686,-3.074,-5.288,0.107,21.159,23.615,11.493,9.116,7.677,6.527,7.648,7.006,7.457,6.949,6.749,6.51,6.948,6.62,6.206,7.492,6.998,7.175,6.395,7.105
971_Rhythm_blues.wav,0.09,0.138,2.757,6.039,0.081,0.047,0.119,0.07,17.58,15.487,17.8,18.08,18.416,18.163,31.949,4.428,4.025,4.443,4.004,3.724,3.574,3.252,-136.133,103.392,-1.639,26.474,13.433,17.339,14.197,15.441,-2.28,3.336,-2.503,4.973,0.567,1.917,-7.049,-0.425,-2.226,3.377,-5.25,-0.587,69.334,28.87,20.141,16.535,13.875,11.621,8.534,8.568,6.21,8.605,7.162,7.261,6.822,6.578,5.709,6.05,6.993,6.259,5.654,6.854
974_Rock_music.wav,0.186,0.226,0.215,-0.913,0.037,0.013,0.226,0.012,18.96,12.214,13.503,14.539,16.021,17.82,34.266,3.578,3.443,3.134,2.423,1.989,2.298,2.982,-55.321,140.03,5.298,-2.343,22.861,-4.152,11.93,4.374,2.943,5.972,-3.105,3.5,-4.333,0.596,-3.801,0.628,-5.413,0.43,-4.957,-0.039,30.033,11.901,9.282,6.275,5.053,5.539,4.459,4.905,4.197,4.537,4.197,3.394,4.192,4.183,3.999,3.731,3.502,3.399,3.156,3.301
975_Pop_music.wav,0.018,0.026,2.411,4.075,0.096,0.065,0.023,0.01,20.376,16.767,19.976,18.207,20.258,18.603,33.012,4.412,5.147,5.513,5.482,6.948,5.925,3.765,-315.537,110.329,42.054,-4.696,5.971,16.837,-8.754,17.895,-5.315,-6.437,-5.202,4.848,-7.226,2.462,4.141,11.39,-2.164,6.124,3.737,5.247,110.265,54.231,39.376,18.677,18.875,11.898,12.866,12.265,8.584,9.615,7.581,11.298,9.11,10.127,10.335,6.373,9.87,8.09,9.248,6.173
976_Pop_music.wav,0.038,0.054,2.248,3.96,0.265,0.127,0.05,0.022,17.912,15.733,19.308,19.399,20.292,18.867,31.988,6.037,4.21,3.982,3.125,3.954,3.621,2.139,-162.43,36.485,11.857,-2.649,2.848,3.648,-6.155,3.948,-9.681,-1.288,-3.628,7.091,7.318,0.657,-4.553,0.839,-10.294,-2.612,-2.791,0.613,47.432,36.687,23.668,16.414,12.941,11.841,10.122,9.819,9.185,9.314,10.08,9.229,7.224,7.02,6.618,6.373,5.702,7.057,6.613,8.374
977_Vocal.wav,0.176,0.229,1.096,0.326,0.072,0.031,0.219,0.067,26.688,18.512,20.39,18.035,18.603,18.533,37.448,5.775,4.93,4.259,3.608,2.896,2.327,3.6,-83.112,114.049,-16.052,31.451,-10.979,6.98,-24.853,1.317,-16.972,-3.193,-4.077,-7.12,-9.003,0.892,-14.609,-0.597,-12.623,-2.099,-3.722,-8.387,30.56,23.079,18.7,14.96,15.913,11.323,9.568,10.729,11.446,6.641,11.659,11.144,6.508,6.772,7.682,6.329,5.859,7.074,7.293,5.675
978_Hip_hop_music.wav,0.375,0.466,0.668,-0.451,0.101,0.096,0.452,0.113,21.057,15.731,16.672,17.461,17.192,17.117,34.589,5.519,3.776,3.983,3.192,2.641,2.56,2.533,-5.336,88.362,-8.791,35.821,0.859,26.371,-2.886,8.152,5.1,16.793,13.18,14.673,-7.032,7.058,3.816,2.777,-6.719,-2.575,-2.978,1.828,72.249,41.552,18.98,19.32,13.68,9.814,10.5,7.42,6.503,6.649,6.893,6.772,6.444,6.062,6.674,5.977,6.251,6.028,6.468,7.072
979_Rhythm_blues.wav,0.211,0.28,1.279,0.736,0.08,0.064,0.262,0.1,17.054,16.614,20.019,18.49,18.66,17.293,30.265,5.129,4.806,4.797,3.854,3.584,2.466,2.633,-72.092,83.117,3.782,9.941,11.691,16.134,1.743,9.803,0.47,0.038,-0.807,4.281,2.116,-1.208,-3.585,13.893,-5.656,1.505,-0.893,0.363,72.102,34.307,24.858,22.809,20.11,13.572,14.906,12.565,10.84,11.393,11.774,9.12,10.6,9.427,8.197,10.875,10.361,9.331,8.356,9.521
981_Rock_music.wav,0.255,0.332,1.166,0.4,0.139,0.051,0.319,0.09,16.411,15.325,18.114,17.363,17.178,21.382,38.941,4.525,3.64,4.622,3.423,3.229,4.289,3.733,13.417,101.214,-25.887,23.529,0.909,1.797,-5.798,12.697,-16.434,14.66,-8.694,-3.403,-0.083,-6.947,-9.291,2.457,-3.646,4.911,-1.645,5.871,44.278,16.554,17.909,10.495,8.742,10.054,8.728,7.387,9.005,10.339,6.585,6.257,6.163,6.651,6.582,6.379,6.566,6.933,6.341,9.792
982_Pop_music.wav,0.135,0.171,1.095,0.254,0.183,0.068,0.169,0.025,22.174,13.47,15.152,15.531,15.89,18.508,35.897,4.954,3.637,3.412,2.822,2.319,2.299,2.777,-24.127,79.091,-46.974,49.89,-16.236,10.504,-3.467,9.777,2.785,3.282,-4.417,8.64,2.038,2.591,-6.855,2.429,-6.752,3.886,0.132,-0.345,67.419,26.52,14.208,11.259,10.323,7.685,9.003,5.765,6.765,6.64,5.411,5.362,5.821,5.423,5.184,4.481,4.717,4.642,4.923,4.507
983_Techno.wav,0.304,0.35,0.378,-0.993,0.046,0.021,0.348,0.033,19.064,12.635,15.626,16.22,18.755,17.897,31.582,4.963,3.367,4.774,4.37,4.642,3.64,1.943,1.025,76.904,0.454,17.468,11.421,23.774,5.376,11.472,6.216,10.279,0.25,8.365,1.131,5.765,1.387,4.023,0.631,5.678,-3.153,3.517,38.979,13.839,8.86,6.503,8.576,6.052,7.217,4.805,4.36,4.828,5.871,5.612,4.897,6.437,8.263,7.993,6.877,7.338,7.39,7.691
984_Vocal.wav,0.064,0.097,1.903,3.195,0.087,0.045,0.083,0.051,25.048,16.533,18.381,17.11,18.131,44.874,27.347,6.03,5.458,6.032,4.887,4.43,6.004,1.535,-268.851,174.173,-68.475,13.177,21.314,-37.087,7.129,0.004,-27.673,6.195,-0.523,-20.222,-3.801,-6.771,-13.446,-5.122,-8.669,-10.424,-3.754,-1.699,44.618,25.736,22.473,26.385,13.989,15.768,17.332,10.66,10.126,9.996,8.932,8.733,7.342,7.119,6.236,7.773,6.611,6.36,7.605,10.498
985_Rock_music.wav,0.158,0.214,1.989,2.429,0.108,0.051,0.202,0.071,21.538,16.277,18.745,18.684,19.255,17.746,31.821,5.623,3.99,4.376,3.174,3.339,2.402,1.994,-48.914,70.697,20.893,26.152,4.004,11.172,-6.587,0.373,-11.696,-3.1,-8.532,2.201,-7.591,-4.341,-9.863,-1.367,-7.888,-3.83,-9.813,-6.797,29.858,14.9,10.807,8.437,7.798,7.347,7.257,8.713,7.657,7.041,6.717,6.417,5.871,5.994,6.432,5.677,7.003,7.365,6.823,5.619
987_Vocal.wav,0.208,0.284,1.341,0.967,0.068,0.027,0.261,0.112,21.226,15.077,19.766,19.342,19.859,18.644,34.234,5.378,3.886,5.107,4.979,4.579,3.319,3.04,-68.172,102.489,9.493,30.703,9.139,11.606,-2.122,10.084,-6.053,9.232,4.455,3.783,-5.753,2.891,-3.903,0.018,-6.624,1.278,-1.382,4.526,56.324,17.941,15.611,20.269,18.258,8.628,8.377,8.221,7.53,9.206,9.543,6.266,8.002,6.239,5.824,5.602,6.819,6.242,8.228,6.49
988_Rhythm_blues.wav,0.228,0.306,1.333,0.84,0.069,0.009,0.279,0.125,21.154,16.757,20.978,21.718,19.657,34.608,35.731,6.015,4.431,4.454,3.24,2.66,6.996,4.297,-158.094,196.146,-52.152,-34.579,-21.908,-47.418,-5.144,-7.026,-29.083,4.479,4.797,-20.774,-11.048,-8.901,-14.757,-5.715,-6.688,-7.007,1.731,-1.359,30.837,15.953,15.388,10.884,9.243,6.725,11.173,6.702,6.424,7.448,6.657,6.572,7.59,6.66,8.057,6.817,5.697,10.056,12.185,11.353
989_Rock_music.wav,0.094,0.121,1.226,0.462,0.161,0.062,0.118,0.022,21.136,13.362,16.12,16.181,15.021,17.273,61.438,4.78,3.626,3.793,3.179,1.903,1.962,3.532,-56.993,78.148,-20.334,38.49,-17.818,1.939,-17.797,2.009,-15.802,6.824,-18.908,-0.962,-17.244,-0.842,-18.242,3.248,-13.11,1.503,-12.025,5.236,26.651,21.445,17.754,8.568,8.133,6.632,6.498,5.975,6.077,6.341,6.002,5.321,6.12,5.791,5.023,5.78,5.24,5.331,6.932,5.813
990_Pop_music.wav,0.235,0.293,0.829,-0.243,0.068,0.023,0.289,0.049,21.728,13.89,18.954,20.142,19.095,43.403,33.419,6.1,3.938,5.048,3.566,3.483,8.682,3.366,-117.677,190.267,-79.385,15.771,-26.36,-28.204,3.822,-24.831,3.264,-10.104,-18.254,3.363,-10.114,0.625,-3.238,-11.225,-0.701,-10.987,-6.836,-2.621,29.14,19.47,28.819,20.258,11.816,11.926,12.551,8.751,13.128,8.049,6.735,8.724,11.558,7.12,7.786,8.456,7.278,6.886,8.145,9.491
991_Rock_music.wav,0.138,0.181,1.514,1.143,0.11,0.034,0.174,0.049,20.234,13.411,15.262,16.364,16.549,20.078,50.263,5.671,3.359,3.76,2.704,2.365,3.182,9.255,-37.939,99.363,-23.669,44.334,-2.713,11.921,-8.917,14.578,-6.937,5.043,-9.284,5.083,-10.417,0.101,-10.257,-1.671,-7.126,-2.298,-5.231,2.428,25.157,19.761,12.648,11.437,13.859,11.094,7.967,8.546,7.479,6.397,6.618,6.347,5.39,5.535,5.683,4.758,4.822,4.749,4.569,5.489
992_Techno.wav,0.078,0.114,2.18,4.145,0.249,0.136,0.103,0.049,15.962,18.769,16.913,18.639,15.99,17.1,33.766,4.63,5.096,4.313,4.381,2.503,2.7,3.92,-120.961,7.53,22.713,41.372,0.355,16.59,-2.496,4.6,0.215,2.358,-8.002,-0.248,-9.541,-3.627,-6.946,-5.985,-7.529,-1.519,-5.871,3.368,56.38,32.712,18.745,17.417,11.615,8.554,6.35,4.911,4.971,4.812,7.303,7.089,7.455,6.639,7.268,7.057,7.485,5.913,5.326,5.083
993_Rock_music.wav,0.082,0.103,0.989,-0.009,0.153,0.038,0.103,0.012,21.603,13.208,14.476,15.654,16.565,17.311,47.125,3.611,3.674,3.504,2.627,2.107,1.78,4.533,-56.675,64.455,-1.225,36.876,-5.272,-3.156,-11.523,9.362,-9.533,6.811,-10.002,10.461,-9.286,-3.108,-6.171,0.146,-4.298,-3.429,-11.191,-3.408,12.588,13.204,5.53,12.403,9.077,8.766,6.331,6.083,5.447,6.207,4.482,4.58,4.385,4.547,4.963,5.262,4.435,4.73,4.292,4.725
994_Vocal.wav,0.088,0.083,0.96,0.631,0.033,0.012,0.106,0.018,30.65,17.613,20.016,18.118,16.367,43.475,28.761,3.324,4.213,4.619,4.01,2.427,3.104,1.808,-261.961,220.576,-48.955,19.871,9.273,-39.163,15.513,-9.308,-32.576,8.747,-4.756,-10.656,5.22,-10.563,-1.652,4.454,-11.355,1.199,0.407,-10.671,23.494,17.283,12.522,11.663,8.311,6.95,7.721,10.184,7.405,8.287,7.509,6.924,4.64,6.052,7.048,5.153,5.219,5.351,4.337,4.642
997_Rhythm_blues.wav,0.084,0.111,1.713,1.665,0.079,0.042,0.107,0.032,17.749,17.61,19.93,23.361,26.322,30.62,43.165,6.116,4.254,4.967,6.245,7.479,8.208,6.172,-156.091,107.381,13.054,40.32,1.623,4.9,12.132,2.775,-1.064,4.094,-5.317,7.247,-10.813,0.331,-8.373,-4.182,-6.235,1.972,-13.539,-5.259,53.548,29.063,21.805,19.629,15.664,16.324,13.914,11.875,13.566,11.922,13.013,11.644,9.886,10.356,10.392,10.802,8.823,11.745,10.784,9.181
998_Hip_hop_music.wav,0.09,0.116,1.174,0.396,0.079,0.057,0.112,0.031,19.269,16.144,18.121,16.487,16.747,16.187,31.878,4.657,4.454,4.003,3.459,2.934,2.445,2.638,-134.214,88.652,22.684,13.008,3.534,13.404,-4.662,5.848,-8.732,1.861,-2.382,5.486,-0.879,3.689,-2.894,3.689,-1.688,2.831,2.802,8.155,43.93,32.135,19.996,16.494,18.348,10.878,11.662,10.443,9.777,9.214,9.785,8.642,8.107,7.772,8.676,6.503,7.02,7.118,6.977,7.096
999_Pop_music.wav,0.069,0.097,2.178,3.135,0.1,0.061,0.085,0.046,21.042,15.609,20.224,19.613,19.4,17.311,33.951,5.183,4.155,4.257,3.756,3.911,2.795,4.107,-158.606,77.912,24.596,37.904,-2.736,12.32,-2.244,7.854,-3.183,2.366,-3.936,0.696,1.029,1.617,-4.022,6.104,-4.759,1.022,-3.282,6.511,52.017,25.873,18.539,21.986,15.865,13.191,10.994,11.42,10.267,9.201,8.475,7.938,9.626,7.587,6.479,6.574,7.226,5.877,7.317,9.087
1000_Rhythm_blues.wav,0.149,0.207,1.465,1.343,0.07,0.042,0.185,0.094,19.962,18.911,23.93,25.172,26.124,27.919,37.583,6.299,4.782,5.445,5.509,6.751,7.329,5.817,-176.9,155.806,-14.162,3.689,-1.896,-13.97,-11.435,-9.123,-19.505,-8.034,-8.636,-6.679,-14.039,-2.266,-3.179,-5.268,-11.931,-1.612,0.593,-0.914,48.347,44.914,22.416,16.103,19.219,13.183,13.379,10.502,12.847,18.502,13.294,9.718,12.307,10.855,10.635,9.98,9.485,11.366,9.846,10.602
1001_Rhythm_blues.wav,0.155,0.196,1.164,0.306,0.163,0.068,0.191,0.044,23.466,15.81,16.95,17.639,17.484,17.857,32.289,4.532,4.672,4.265,3.668,2.928,2.742,1.933,-53.056,38.947,24.518,7.922,14.707,11.457,7.791,18.723,-0.899,6.436,-4.01,12.336,4.599,4.253,0.759,0.738,-5.195,-1.991,-2.353,3.966,48.351,23.798,24.049,19.326,13.902,8.87,9.513,7.725,7.785,9.03,8.06,6.316,6.794,6.358,6.038,6.149,7.201,5.91,7.216,6.743
1004_Rhythm_blues.wav,0.173,0.225,1.32,0.697,0.063,0.04,0.214,0.07,23.071,15.839,20.86,22.233,22.974,25.09,34.042,5.453,4.007,4.612,5.244,5.373,7.477,3.379,-115.199,133.112,16.611,13.162,10.26,0.071,3.496,1.177,-11.329,5.645,-17.306,-10.757,1.154,-13.195,-3.716,2.607,3.182,9.831,-0.145,2.513,58.4,35.961,25.263,14.533,12.728,13.14,12.297,9.028,9.292,9.493,10.354,9.724,10.877,9.753,10.093,11.345,8.859,11.131,9.589,11.968
1005_Techno.wav,0.083,0.117,1.783,2.396,0.094,0.101,0.104,0.055,15.975,12.907,14.591,14.968,18.78,22.193,55.579,4.161,3.582,3.823,3.025,6.972,10.258,5.605,-168.834,101.313,-15.06,29.168,5.808,31.655,-0.136,15.54,-7.54,11.684,-6.304,9.486,-7.278,5.916,-4.261,4.95,-6.93,-2.174,-7.494,2.08,96.737,34.838,40.745,21.113,13.886,17.249,19.158,20.211,16.349,15.251,7.171,8.757,5.096,7.878,7.2,12.001,7.644,6.846,6.167,8.182
1006_Techno.wav,0.31,0.344,-0.469,-1.487,0.078,0.03,0.342,0.034,20.869,12.172,12.503,13.297,15.299,15.592,35.001,4.658,2.999,3.037,2.333,2.126,1.528,2.517,24.954,82.754,-18.617,30.767,6.655,25.192,3.32,16.343,4.272,11.664,-6.863,9.893,0.007,2.753,-0.992,2.928,-5.681,1.171,0.567,3.633,16.328,9.19,11.976,7.719,5.685,5.224,5.052,4.146,4.131,4.187,3.864,3.858,4.829,5.456,3.923,3.546,3.881,3.938,3.469,4.118
1008_Rhythm_blues.wav,0.437,0.531,0.446,-0.748,0.08,0.032,0.523,0.092,19.924,15.503,16.985,16.671,17.502,22.605,32.407,5.877,3.634,3.581,3.091,2.962,4.711,2.404,8.607,153.399,-51.331,35.084,-1.318,-14.319,-4.458,1.175,-23.464,-6.503,-10.23,-15.64,-10.492,-0.021,-14.561,-7.571,-6.341,-5.552,-7.711,1.606,58.151,36.023,13.485,11.989,9.526,11.385,7.865,8.595,7.606,5.277,7.125,5.827,5.88,5.161,5.41,5.321,5.101,6.118,5.211,4.393
1009_Pop_music.wav,0.234,0.281,0.571,-0.655,0.112,0.019,0.28,0.029,19.606,14.176,15.542,14.777,16.556,16.955,35.103,4.384,3.49,3.511,2.334,2.073,1.472,2.433,34.779,104.537,-36.616,13.036,-4.772,9.437,-1.619,8.757,-1.682,10.929,-2.443,-3.6,-1.984,4.556,-4.432,4.411,-9.04,4.071,-8.097,3.31,13.094,8.485,10.61,8.114,7.687,6.72,5.865,5.319,5.228,4.934,5.607,5.816,4.987,5.187,4.926,4.526,4.938,5.085,5.04,4.599
1011_Hip_hop_music.wav,0.293,0.378,0.863,-0.065,0.061,0.023,0.363,0.109,16.771,13.73,17.99,17.955,31.906,15.809,32.232,5.31,4.085,4.614,3.82,5.511,3.816,2.724,-127.014,235.949,-47.453,-27.006,40.319,-2.86,-23.39,15.41,4.607,-16.897,5.545,8.971,-11.568,-0.71,9.212,-6.688,-5.209,8.009,-1.975,-8.099,44.912,21.689,19.652,18.524,18.922,11.244,13.749,10.334,9.839,9.635,8.937,8.896,9.238,7.364,7.368,8.034,7.375,6.789,7.35,6.641
