url,start_time,end_time,class_label
0RyA2nanRTM, 30.000, 40.000,Techno
0S-NrKUt5NQ, 30.000, 40.000,Techno
0S09A59n7vI, 30.000, 40.000,Rhythm_blues
0S0kgqRZ-pA, 30.000, 40.000,Rhythm_blues
0S1K3bsGvis, 30.000, 40.000,Pop_music
0S1XSNRUHaM, 30.000, 40.000,Pop_music
0S3KfIrr2Zo, 120.000, 130.000,Vocal
0S8_6NQGMB0, 30.000, 40.000,Pop_music
0SAYotQE-oQ, 30.000, 40.000,Rhythm_blues
0SEnaMKw0tY, 160.000, 170.000,Vocal
0SGXMhm5n9o, 30.000, 40.000,Rhythm_blues
0SH-bf8T4zs, 30.000, 40.000,Pop_music
0SInn-xPCFE, 30.000, 40.000,Rhythm_blues
0SMBLTuz-sc, 30.000, 40.000,Techno
0SPWtwHpfbg, 30.000, 40.000,Techno
0SQ4wkG8gfY, 30.000, 40.000,Techno
0SdpWd3wroU, 30.000, 40.000,Techno
0SgJZB100FI, 30.000, 40.000,Techno
0ShOKBMRNtk, 30.000, 40.000,Reggae
0ShPnSlJMf8, 30.000, 40.000,Pop_music
0SlpNmqwHuM, 30.000, 40.000,Techno
0SpuDFg76RI, 30.000, 40.000,Rhythm_blues
0Sr7EGFcdn0, 30.000, 40.000,Techno
0SsZW33MqEc, 30.000, 40.000,Pop_music
0SxtsfLVs-s, 30.000, 40.000,Techno
0T-H8LPFr-A, 30.000, 40.000,Techno
0T4_A6lP4bA, 30.000, 40.000,Techno
0THNkD2VnZI, 210.000, 220.000,Vocal
0TP6GoERYPo, 30.000, 40.000,Techno
0TQRc_2VOwo, 20.000, 30.000,Techno
0TSrcj1Wnbk, 30.000, 40.000,Techno
0TXVSR8CCJ8, 30.000, 40.000,Techno
0TYqWs9nFfU, 30.000, 40.000,Rhythm_blues
0TZZAVtfjks, 30.000, 40.000,Techno
0Te1taRkL4Q, 30.000, 40.000,Techno
0TiW_EvVs6M, 30.000, 40.000,Hip_hop_music
0TkUYGILGzY, 30.000, 40.000,Hip_hop_music
0TnD5zIxovc, 30.000, 40.000,Rhythm_blues
0ToputGcufs, 30.000, 40.000,Techno
0TqMnxDjT7M, 30.000, 40.000,Rhythm_blues
0TsGdNrX3DI, 30.000, 40.000,Techno
0TtbJn7S7m0, 30.000, 40.000,Pop_music
0TuQysUJvCo, 220.000, 230.000,Hip_hop_music
0TyooDQIX6c, 30.000, 40.000,Techno
0Tz_mVbD0CE, 30.000, 40.000,Techno
0U-Rd1M0pAw, 30.000, 40.000,Rhythm_blues
0U4XiGk_5d0, 330.000, 340.000,Pop_music
0UB53bzQsug, 30.000, 40.000,Techno
0UF0Ee6ydAM, 30.000, 40.000,Techno
0UFUbbefY3I, 30.000, 40.000,Rhythm_blues
0UFoMUrvuKg, 30.000, 40.000,Techno
0UG2sz680Ic, 50.000, 60.000,Hip_hop_music
0UIi3wtMLQw, 30.000, 40.000,Rock_music
0UQNVjD_-lY, 30.000, 40.000,Techno
0UZ8Gj1xrmo, 30.000, 40.000,Rhythm_blues
0UZE-VMXDCk, 30.000, 40.000,Rhythm_blues
0Ua9-luy4Xk, 30.000, 40.000,Techno
0UbmMLdeIzs, 40.000, 50.000,Reggae
0Ucg8OGMdmQ, 30.000, 40.000,Rhythm_blues
0UdE7pLUu90, 30.000, 40.000,Pop_music
0UeaiyCRTq0, 30.000, 40.000,Techno
0Uf887eD1hQ, 310.000, 320.000,Reggae
0Uh7NJmemSM, 30.000, 40.000,Techno
0UjIFurj4WI, 30.000, 40.000,Pop_music
0UmQjvp_tI8, 30.000, 40.000,Rhythm_blues
0UoyxzZfZjI, 30.000, 40.000,Techno
0Up_BpJs0jM, 80.000, 90.000,Vocal
0UqWhAmmPz4, 30.000, 40.000,Techno
0Ur23qvYto4, 110.000, 120.000,Hip_hop_music
0UsUFZuZaNM, 30.000, 40.000,Hip_hop_music
0Uwozz7Fyco, 30.000, 40.000,Hip_hop_music
0Ux1Z4yAYyQ, 30.000, 40.000,Techno
0V1EpkqzQ8M, 30.000, 40.000,Rock_music
0V3FPaGM7u8, 30.000, 40.000,Techno
0V3dsNWSk50, 30.000, 40.000,Rhythm_blues
0V8d7_4uXdQ, 120.000, 130.000,Rhythm_blues
0V9C_p-LK9A, 150.000, 160.000,Pop_music
0VC_VpVWi1o, 30.000, 40.000,Rhythm_blues
0VJAkRufOVg, 30.000, 40.000,Rhythm_blues
0VNXrccsN1E, 30.000, 40.000,Rock_music
0VOO95hhCc8, 30.000, 40.000,Rhythm_blues
0VTZV4nUr0Q, 30.000, 40.000,Hip_hop_music
0VXBuSryLxk, 160.000, 170.000,Hip_hop_music
0VXU-ezmdiI, 30.000, 40.000,Techno
0Vd4v6KBT5k, 580.000, 590.000,Rock_music
0Vfchb_BBW8, 30.000, 40.000,Techno
0VffnBYltxI, 30.000, 40.000,Pop_music
0Vfg9I1uAno, 30.000, 40.000,Techno
0VfxD6HlXUE, 340.000, 350.000,Hip_hop_music
0VqQCW4dNIc, 30.000, 40.000,Rhythm_blues
0VuNGBqW5po, 30.000, 40.000,Rhythm_blues
0VvutCzG2a0, 320.000, 330.000,Hip_hop_music
0W0KsjtBxX4, 30.000, 40.000,Pop_music
0WA-7cc4ZXA, 30.000, 40.000,Pop_music
0WF-qY4Ww5Q, 30.000, 40.000,Techno
0WHvI8zdf4U, 30.000, 40.000,Techno
0WJb-zWLrSk, 30.000, 40.000,Techno
0WKgMaBa7yE, 30.000, 40.000,Techno
0WPNeJZoWec, 30.000, 40.000,Rhythm_blues
0W_0tbn9pQA, 30.000, 40.000,Rhythm_blues
0WcJT3qm05g, 30.000, 40.000,Techno
0WdDhVUGsD8, 160.000, 170.000,Hip_hop_music
0WiSRyCzexw, 170.000, 180.000,Hip_hop_music
0WiZw7Jl4VA, 30.000, 40.000,Techno
0WjNffLXJGE, 230.000, 240.000,Reggae
0WlR0LCBbCM, 30.000, 40.000,Rhythm_blues
0Wld_JK-dR8, 410.000, 420.000,Techno
0WqghUry1gQ, 30.000, 40.000,Pop_music
0Wu-LqH-Yi4, 30.000, 40.000,Techno
0Wv8osrNfOY, 30.000, 40.000,Techno
0WwvJJPAmLc, 120.000, 130.000,Hip_hop_music
0X2RlLRdvds, 30.000, 40.000,Rhythm_blues
0X2aRYt7ZVo, 50.000, 60.000,Vocal
0XBfwm4RWm8, 30.000, 40.000,Rhythm_blues
0XCG8wkxB10, 30.000, 40.000,Rhythm_blues
0XCZnPphjmE, 370.000, 380.000,Hip_hop_music
0XE1Q23DSGU, 30.000, 40.000,Pop_music
0XKtQokwqUI, 10.000, 20.000,Techno
0XO2ifz8-uY, 170.000, 180.000,Pop_music
0XQP8MBKr2g, 30.000, 40.000,Techno
0XQZG0NTCh0, 50.000, 60.000,Hip_hop_music
0XRwx1YTBqk, 30.000, 40.000,Pop_music
0XSZ0abJBEM, 30.000, 40.000,Vocal
0XVdio0PGWI, 30.000, 40.000,Pop_music
0Xb6D1rGctA, 110.000, 120.000,Pop_music
0XcMWd-0GAY, 30.000, 40.000,Rhythm_blues
0XmkGTccMSQ, 30.000, 40.000,Rhythm_blues
0XspyV2F964, 30.000, 40.000,Pop_music
0Xu8jYyeF2U, 30.000, 40.000,Techno
0XwSx_-26uo, 30.000, 40.000,Techno
0Xxt6CgU9uc, 30.000, 40.000,Pop_music
0Y1sUuMrCXs, 210.000, 220.000,Reggae
0Y29E8MqNqs, 30.000, 40.000,Techno
0Y3MxQSAKps, 30.000, 40.000,Rhythm_blues
0Y5HGmG7JQA, 30.000, 40.000,Rhythm_blues
0YB-i2lI-FM, 30.000, 40.000,Rhythm_blues
0YFmvLEKCbc, 30.000, 40.000,Rhythm_blues
0YGS74z8FfA, 30.000, 40.000,Pop_music
0YGln6bH5pE, 30.000, 40.000,Rhythm_blues
0YHDI4whjUg, 30.000, 40.000,Pop_music
0YIA2Y5Hsos, 28.000, 38.000,Techno
0YII1IZKVHw, 80.000, 90.000,Reggae
0YNdsaSr2L8, 120.000, 130.000,Pop_music
0YQz_x1daWw, 30.000, 40.000,Techno
0YRM3tkIXfA, 30.000, 40.000,Rock_music
0YThCdkr6AU, 30.000, 40.000,Techno
0YXeREzlwCo, 30.000, 40.000,Rhythm_blues
0YYpICCKMt4, 30.000, 40.000,Techno
0YcIDbW-lyo, 30.000, 40.000,Rhythm_blues
0YeerqVGOrE, 30.000, 40.000,Hip_hop_music
0YkhHUa6JZE, 110.000, 120.000,Rock_music
0Ylh4_Un6so, 30.000, 40.000,Pop_music
0YnHz2lXfBA, 460.000, 470.000,Techno
0Yp3tdESYsw, 30.000, 40.000,Techno
0Ysi6MP0uOk, 30.000, 40.000,Techno
0YwJ0LyxJsc, 190.000, 200.000,Hip_hop_music
0Yy3_0LcsHU, 30.000, 40.000,Rhythm_blues
0Yyeauywxco, 30.000, 40.000,Pop_music
0YyyjR3NH1U, 30.000, 40.000,Pop_music
0Z2yyzLcCK0, 30.000, 40.000,Rhythm_blues
0Z3MYC13yW8, 30.000, 40.000,Techno
0ZADM8ACOko, 30.000, 40.000,Rhythm_blues
0ZJeWrZGgh0, 10.000, 20.000,Pop_music
0ZLGb0gWx0M, 310.000, 320.000,Vocal
0ZLM1MlT-ZA, 10.000, 20.000,Techno
0ZNMJhCHwrM, 30.000, 40.000,Pop_music
0ZQVDK0QfH8, 30.000, 40.000,Vocal
0ZRlvAVO6V8, 80.000, 90.000,Pop_music
0ZV0Q6aX8pU, 40.000, 50.000,Rock_music
0ZYMe6logTA, 30.000, 40.000,Pop_music
0ZZnJeZdMNc, 30.000, 40.000,Rhythm_blues
0ZdKO-aQvH0, 560.000, 570.000,Techno
0Zktvohn1qI, 210.000, 220.000,Vocal
0Zps2KrycSk, 30.000, 40.000,Pop_music
0ZslYt3UXfA, 160.000, 170.000,Vocal
0Zt869VcD9o, 30.000, 40.000,Rhythm_blues
0ZwR4lXj4M4, 30.000, 40.000,Techno
0ZwwHIxHINI, 200.000, 210.000,Pop_music
0ZxwyouYY6o, 70.000, 80.000,Vocal
0Zy-L7GKQ_w, 10.000, 20.000,Rock_music
0ZyqdIHRvtw, 30.000, 40.000,Rhythm_blues
0_6q6qtzE1Y, 30.000, 40.000,Pop_music
0_8uHGWFOnQ, 30.000, 40.000,Rhythm_blues
0_Aiau4T3BI, 30.000, 40.000,Pop_music
0_B4P17sAHY, 30.000, 40.000,Techno
0_Fw7WKTsZI, 30.000, 40.000,Techno
0_StcvpUGjU, 40.000, 50.000,Pop_music
0_WVFwfL3mI, 10.000, 20.000,Rock_music
0_ZVjGjI0Y8, 30.000, 40.000,Pop_music
0_a8XhVDo9k, 30.000, 40.000,Techno
0_gxPriZNyY, 30.000, 40.000,Pop_music
0_kfPWlTfCU, 30.000, 40.000,Pop_music
0_lM9xWVC7I, 30.000, 40.000,Rhythm_blues
0_lPHH06nDw, 30.000, 40.000,Rhythm_blues
0_mOySjNs1s, 30.000, 40.000,Rhythm_blues
0_ncB6zWZiU, 30.000, 40.000,Pop_music
0_s3hLVfeIo, 30.000, 40.000,Pop_music
0_trIypqFmg, 30.000, 40.000,Techno
0a-zoNXhjxs, 40.000, 50.000,Rock_music
0a1DAowduhA, 30.000, 40.000,Techno
0a1iVLmCd8Y, 150.000, 160.000,Hip_hop_music
0a2x-96LHQY, 190.000, 200.000,Hip_hop_music
0a5QUKf_gt4, 30.000, 40.000,Rhythm_blues
0a95l6Mbe8A, 4.000, 14.000,Pop_music
0aG_3DoziJs, 30.000, 40.000,Rhythm_blues
0aPVlOROkas, 30.000, 40.000,Techno
0aS7Kcjzkso, 30.000, 40.000,Pop_music
0aVBst4DxYc, 30.000, 40.000,Rock_music
0aVzWFhtJ2s, 30.000, 40.000,Vocal
0acUItciqqk, 0.000, 10.000,Rock_music
0acb_S-arBk, 30.000, 40.000,Techno
0ai1xzsB-wA, 30.000, 40.000,Pop_music
0amsPeLyjK0, 30.000, 40.000,Pop_music
0aoNhDp5dOY, 30.000, 40.000,Rhythm_blues
0axfW10ib-o, 30.000, 40.000,Rhythm_blues
0ayCMjDP9zE, 30.000, 40.000,Rhythm_blues
0azY1sWPcUc, 120.000, 130.000,Pop_music
0b0fqzHbQT8, 30.000, 40.000,Techno
0b0q948ggkw, 30.000, 40.000,Rhythm_blues
0b8UHLyXoac, 30.000, 40.000,Pop_music
0bB0gAKKdjQ, 30.000, 40.000,Techno
0bBptU3Cj80, 390.000, 400.000,Pop_music
0bBqWVyCqF4, 120.000, 130.000,Rock_music
0bD8T6rMs2M, 30.000, 40.000,Techno
0bFw7n8Wyh8, 30.000, 40.000,Rhythm_blues
0bHhTnUaXOA, 30.000, 40.000,Techno
0bIczm4PhLE, 30.000, 40.000,Rhythm_blues
0bN8yXrAne0, 30.000, 40.000,Pop_music
0bSgrg0__78, 40.000, 50.000,Hip_hop_music
0bUzJ7U4D8Y, 30.000, 40.000,Pop_music
0bUzLPmTyTk, 30.000, 40.000,Techno
0bYChGdzvPQ, 30.000, 40.000,Pop_music
0bZ9cqiuzTo, 30.000, 40.000,Techno
0bhLmZDRYJg, 40.000, 50.000,Rhythm_blues
0bjF3qYjIMs, 30.000, 40.000,Techno
0bkRGQ1-QDg, 30.000, 40.000,Pop_music
0bkZKig3_-o, 30.000, 40.000,Rhythm_blues
0bntO2CkkQs, 30.000, 40.000,Pop_music
0boq7PTpxNA, 30.000, 40.000,Techno
0bsPtGXtf1w, 140.000, 150.000,Hip_hop_music
0bt8hUby4mE, 30.000, 40.000,Techno
0bwEcBps3Ic, 3.000, 13.000,Techno
0bx9tCI8N1U, 30.000, 40.000,Rhythm_blues
0bz0ntVW79I, 100.000, 110.000,Rock_music
0c-oaGyjCw8, 90.000, 100.000,Rock_music
0c2NNFXG8qM, 30.000, 40.000,Pop_music
0c2Z9OUZ3iw, 30.000, 40.000,Techno
0c5CAIsSoUc, 30.000, 40.000,Rhythm_blues
0c7UpvcPhbc, 13.000, 23.000,Pop_music
0cCVo-f--Do, 30.000, 40.000,Techno
0cDInKyRBIA, 30.000, 40.000,Techno
0cDO1FdXKio, 30.000, 40.000,Rhythm_blues
0cHfpevmfFw, 30.000, 40.000,Techno
0cNs9dDvpB8, 180.000, 190.000,Hip_hop_music
0cOek4pWiXc, 30.000, 40.000,Pop_music
0cOqt3pywco, 30.000, 40.000,Pop_music
0cQH330l-vc, 10.000, 20.000,Pop_music
0cSPS1gfHDg, 30.000, 40.000,Techno
0cYP4DtMMDw, 30.000, 40.000,Rhythm_blues
0c_Tdx3yisI, 30.000, 40.000,Techno
0cjnlXyayyQ, 30.000, 40.000,Techno
0coummwZraM, 30.000, 40.000,Rhythm_blues
0cs06F8L8x4, 30.000, 40.000,Rhythm_blues
0cwkYjIL09I, 30.000, 40.000,Pop_music
0cz6ki0-dFo, 240.000, 250.000,Hip_hop_music
0d0ZlZSHuBQ, 30.000, 40.000,Pop_music
0d1FPMLdTUw, 10.000, 20.000,Rock_music
0d4GKDf6pW4, 30.000, 40.000,Rhythm_blues
0d4WfVWM5Us, 30.000, 40.000,Pop_music
0d8EW26hXMI, 30.000, 40.000,Rhythm_blues
0dDYcEe_EgY, 60.000, 70.000,Rock_music
0dFJb2Bx9HE, 30.000, 40.000,Techno
0dJk3GTPBEQ, 30.000, 40.000,Pop_music
0dLdo-ob8lU, 260.000, 270.000,Techno
0dM1_zsh_-Q, 30.000, 40.000,Rhythm_blues
0dNBmP4ff3A, 30.000, 40.000,Pop_music
0dPM8noghJs, 30.000, 40.000,Pop_music
0dSVT1fEwQ0, 30.000, 40.000,Pop_music
0dTOazSo-fA, 30.000, 40.000,Rhythm_blues
0dTx09BeQXY, 160.000, 170.000,Pop_music
0dWl7tMwses, 30.000, 40.000,Rhythm_blues
0dX4-Z_SZ2g, 30.000, 40.000,Rhythm_blues
0dflfMFCu_s, 160.000, 170.000,Pop_music
0diuEkMr5xs, 30.000, 40.000,Rhythm_blues
0djTehtWoEM, 19.000, 29.000,Rhythm_blues
0djW-T5wxoM, 28.000, 38.000,Techno
0djsiDNGuj8, 30.000, 40.000,Rock_music
0drULqoCDvA, 420.000, 430.000,Vocal
0dt8eLLtPRQ, 30.000, 40.000,Pop_music
0dunxmtFZ74, 40.000, 50.000,Rock_music
0dwJTDAxZEY, 30.000, 40.000,Pop_music
0dyc3jVGlmg, 160.000, 170.000,Pop_music
0e0WXDmkHqM, 30.000, 40.000,Rhythm_blues
0e1E8IFp6Y4, 30.000, 40.000,Rhythm_blues
0e6R30xzrfA, 30.000, 40.000,Techno
0eCtUDYUM0o, 30.000, 40.000,Pop_music
0eCx6mKZczA, 30.000, 40.000,Pop_music
0eF2vQuwSpE, 30.000, 40.000,Hip_hop_music
0eJhIdsEdnU, 30.000, 40.000,Pop_music
0eSSQ00fEyE, 30.000, 40.000,Techno
0edtWZ8X_o0, 30.000, 40.000,Techno
0egcngpB4jk, 160.000, 170.000,Rock_music
0ejZ-FIdeOE, 80.000, 90.000,Pop_music
0enFW2XWu3I, 30.000, 40.000,Pop_music
0entz3KQSTE, 30.000, 40.000,Techno
0ewPxHK-9fg, 10.000, 20.000,Pop_music
0f-S5lPaYzY, 30.000, 40.000,Techno
0f5HRir8cX4, 30.000, 40.000,Pop_music
0f5kkLrhabE, 30.000, 40.000,Pop_music
0fJ28iJWvyg, 470.000, 480.000,Hip_hop_music
0fMBE9i5pDc, 30.000, 40.000,Techno
0fPT4Uzl7Ik, 40.000, 50.000,Reggae
0fPwBWqKU2w, 90.000, 100.000,Pop_music
0fRK7hg2b2U, 30.000, 40.000,Pop_music
0fRjLpapAh0, 30.000, 40.000,Techno
0fTyFAFVirM, 30.000, 40.000,Techno
0fU_5z7ZQYQ, 50.000, 60.000,Rock_music
0fVo6rAIftA, 30.000, 40.000,Techno
0faOOUJGsJQ, 30.000, 40.000,Rhythm_blues
0fg_PbF1zAg, 90.000, 100.000,Pop_music
0foM3AGfuB8, 120.000, 130.000,Rock_music
0fpVnmgLhhw, 150.000, 160.000,Vocal
0ftYOGpFkhY, 30.000, 40.000,Rhythm_blues
0fuXeiCZmzk, 30.000, 40.000,Techno
0fw6VhvoeyU, 260.000, 270.000,Reggae
0fwvz7P1Lak, 10.000, 20.000,Pop_music
0fyvudPsMJg, 30.000, 40.000,Pop_music
0g2rDiaTvIY, 30.000, 40.000,Pop_music
0g2zaxunaus, 80.000, 90.000,Rhythm_blues
0g48f8MqJa4, 180.000, 190.000,Rock_music
0g6pbKKIMvc, 30.000, 40.000,Rhythm_blues
0g6pwbvWJ-E, 140.000, 150.000,Rock_music
0g96rVDnA0k, 30.000, 40.000,Pop_music
0g98Asg93-o, 30.000, 40.000,Rhythm_blues
0g9zrAkOC3o, 30.000, 40.000,Rhythm_blues
0gA--IoJBVk, 30.000, 40.000,Rhythm_blues
0gGpMRiy0Aw, 30.000, 40.000,Pop_music
0gGw2IpoP2g, 30.000, 40.000,Techno
0gHltR-0ahY, 30.000, 40.000,Techno
0gJUEMIOMG0, 100.000, 110.000,Pop_music
0gLoHfjpqS0, 230.000, 240.000,Vocal
0gR3vkvVEek, 590.000, 600.000,Techno
0gTOz4LJvqo, 400.000, 410.000,Vocal
0gVY79s60No, 30.000, 40.000,Pop_music
0gVw1srqF3g, 590.000, 600.000,Techno
0gX5w7RMfcc, 30.000, 40.000,Pop_music
0gg292QO2Uc, 30.000, 40.000,Rhythm_blues
0glNcDrIyNI, 130.000, 140.000,Hip_hop_music
0gq0QAte-f4, 30.000, 40.000,Rhythm_blues
0gqxVJjrvPk, 190.000, 200.000,Hip_hop_music
0gwHV7pcEyg, 30.000, 40.000,Rhythm_blues
0gweHilrGIY, 30.000, 40.000,Techno
0gxotk-pHRs, 50.000, 60.000,Rock_music
0gxs6aI54OY, 30.000, 40.000,Rhythm_blues
0gyHvm49nTo, 30.000, 40.000,Techno
0h86OpyK7mc, 110.000, 120.000,Rhythm_blues
0h8NgSdnbPo, 460.000, 470.000,Rock_music
0hAEcx8i00g, 10.000, 20.000,Vocal
0hAZcYttcgA, 140.000, 150.000,Rhythm_blues
0hC8RVXarrc, 30.000, 40.000,Techno
0hDVFCTku14, 30.000, 40.000,Techno
0hHOqO1xOd0, 30.000, 40.000,Pop_music
0hItzypbYRk, 30.000, 40.000,Techno
0hKVARLRvls, 30.000, 40.000,Rock_music
0hKwHEmDQ2w, 30.000, 40.000,Pop_music
0hWjDJFvsUE, 30.000, 40.000,Reggae
0hY3ieyIJn8, 30.000, 40.000,Rhythm_blues
0hasMJiUdAg, 30.000, 40.000,Techno
0hdCPN8sJtI, 0.000, 10.000,Reggae
0hdarwF84h8, 370.000, 380.000,Vocal
0hfdEnzxf9U, 30.000, 40.000,Rhythm_blues
0hgSwMjCOEg, 40.000, 50.000,Rock_music
0hhgjFqXzlY, 30.000, 40.000,Techno
0hnHHt-poC8, 60.000, 70.000,Rhythm_blues
0hotvELUWu8, 0.000, 10.000,Techno
0hsgFll_v9o, 220.000, 230.000,Rock_music
0htUcjaFcRY, 30.000, 40.000,Rhythm_blues
0hx8YIZ5h4c, 30.000, 40.000,Rhythm_blues
0i-InY1l7_Q, 30.000, 40.000,Rhythm_blues
0i0XZ9aBmXk, 30.000, 40.000,Techno
0i6lc2mpT0Y, 50.000, 60.000,Hip_hop_music
0iFGgvtoyDU, 30.000, 40.000,Techno
0iFXoiNby8Y, 140.000, 150.000,Hip_hop_music
0iGw1QrsnBs, 30.000, 40.000,Rhythm_blues
0iNOawQvL2w, 30.000, 40.000,Techno
0iQdCveEj4w, 30.000, 40.000,Hip_hop_music
0iYL6U5xFng, 160.000, 170.000,Vocal
0i_0dqrZKKA, 20.000, 30.000,Pop_music
0id8kCxtp8M, 30.000, 40.000,Rhythm_blues
0idbnpmRhWE, 30.000, 40.000,Techno
0idiofwmg6c, 180.000, 190.000,Hip_hop_music
0iha0rh9Dwo, 210.000, 220.000,Rock_music
0ijGfItQeYI, 30.000, 40.000,Rhythm_blues
0ikhvUdC4Q0, 170.000, 180.000,Hip_hop_music
0ilS-2pp8Iw, 30.000, 40.000,Techno
0ilUrn0LLpI, 80.000, 90.000,Rock_music
0inpjhw_u0w, 30.000, 40.000,Rhythm_blues
0irUJz9jIxA, 420.000, 430.000,Vocal
0ixJEvbACV4, 90.000, 100.000,Rhythm_blues
0iyeK3JwPbQ, 3.000, 13.000,Pop_music
0j4OZPotNUc, 30.000, 40.000,Pop_music
0j70c9ha3NI, 30.000, 40.000,Pop_music
0jBR9PUEhiw, 160.000, 170.000,Rock_music
0jCNYWnmtcQ, 30.000, 40.000,Rhythm_blues
0jDmvRhoUcQ, 180.000, 190.000,Vocal
0jFMK6wWw20, 30.000, 40.000,Techno
0jFgJu-xD-I, 30.000, 40.000,Pop_music
0jH-9sBz6OI, 30.000, 40.000,Rhythm_blues
0jHDFUk6ToI, 10.000, 20.000,Vocal
0jUOQ0Fw25U, 30.000, 40.000,Pop_music
0jZgvS8DPFw, 10.000, 20.000,Hip_hop_music
0jfsFqA8FEI, 30.000, 40.000,Pop_music
0jgC3e-G1_w, 30.000, 40.000,Techno
0jk--INQQq4, 30.000, 40.000,Techno
0jmQde2gQ8A, 50.000, 60.000,Hip_hop_music
0jtyUpq3fEc, 310.000, 320.000,Techno
0jw6V5OXnaQ, 30.000, 40.000,Techno
0jzg4LpN4Ao, 40.000, 50.000,Rhythm_blues
0k1K8Ggj_pA, 30.000, 40.000,Rhythm_blues
0k2aleQq77M, 30.000, 40.000,Pop_music
0k8YuMIWIKg, 330.000, 340.000,Rock_music
0kD5sCSY5UI, 30.000, 40.000,Techno
0kGv4UHO3I8, 30.000, 40.000,Techno
0kIHmSnJ_so, 220.000, 230.000,Hip_hop_music
0kNJbtjOW7c, 30.000, 40.000,Techno
0kPdk5svp_g, 30.000, 40.000,Pop_music
0kRtuBGc4Ao, 30.000, 40.000,Techno
0kTTqAZZE78, 30.000, 40.000,Techno
0kTX9mtVwbc, 30.000, 40.000,Techno
0kV8jbLBKHI, 3.000, 13.000,Pop_music
0kWIpZr3VVY, 250.000, 260.000,Rock_music
0kX6iOQTr4k, 0.000, 10.000,Techno
0kXM2EUfEE8, 30.000, 40.000,Techno
0kXiw66dWKE, 30.000, 40.000,Techno
0kiSOrvxHvY, 30.000, 40.000,Pop_music
0kjK12xGh08, 30.000, 40.000,Rhythm_blues
0kt69i6ygFE, 290.000, 300.000,Hip_hop_music
0kvAjlGjfyk, 70.000, 80.000,Rock_music
0kvnNH3vVpI, 30.000, 40.000,Techno
0kw_Rxp2sC0, 30.000, 40.000,Pop_music
0kymXt3Eb4Y, 30.000, 40.000,Rhythm_blues
0l3chVLSdLY, 30.000, 40.000,Pop_music
0l4Hl9cZCuA, 40.000, 50.000,Reggae
0l6CLt79Bkk, 30.000, 40.000,Rhythm_blues
0l74Cu6XWxw, 24.000, 34.000,Pop_music
0l7diE3YMBU, 30.000, 40.000,Pop_music
0lAPrFaWdgU, 30.000, 40.000,Techno
0lFMIUdqDfI, 30.000, 40.000,Techno
0lFWP4rkos0, 30.000, 40.000,Pop_music
0lG2NY8MqNU, 80.000, 90.000,Hip_hop_music
0lHe6MtmEDk, 0.000, 10.000,Vocal
0lNVJb50sGU, 270.000, 280.000,Vocal
0lO-Jyi_tCY, 30.000, 40.000,Rhythm_blues
0lOmgBT8nbQ, 140.000, 150.000,Hip_hop_music
0lRUeEAxsl4, 30.000, 40.000,Rhythm_blues
0lScj7cd8Tg, 190.000, 200.000,Rock_music
0lTIlkgBTXs, 30.000, 40.000,Techno
0lWeCy2bzB0, 210.000, 220.000,Vocal
0lWow_SSBs4, 200.000, 210.000,Hip_hop_music
0laTusNIQ78, 10.000, 20.000,Rhythm_blues
0lbPVS1Mqc8, 30.000, 40.000,Pop_music
0lc7tbPgbO4, 20.000, 30.000,Reggae
0lcdqnL0hLE, 30.000, 40.000,Reggae
0ldjKQzHBlQ, 170.000, 180.000,Rhythm_blues
0le_taC0RSg, 30.000, 40.000,Rhythm_blues
0lhtQHiMmPU, 120.000, 130.000,Vocal
0lhzh-w9pBE, 30.000, 40.000,Techno
0lkg8wbaX5c, 30.000, 40.000,Techno
0llF8DtVn1g, 30.000, 40.000,Techno
0lmN34UzBjo, 30.000, 40.000,Rhythm_blues
0ltdVm9pOZY, 30.000, 40.000,Techno
0lu0noR8p0E, 30.000, 40.000,Pop_music
0lxcsBW75H4, 260.000, 270.000,Rock_music
0lyzSnogMGs, 120.000, 130.000,Pop_music
0m-vVdIzuJo, 590.000, 600.000,Rock_music
0m1lp2QQPuw, 30.000, 40.000,Rhythm_blues
0m3_kDJsK2g, 30.000, 40.000,Pop_music
0m3zMl56m2s, 580.000, 590.000,Vocal
0m4G-5Ku9cM, 210.000, 220.000,Techno
0m8lzwPtsR8, 30.000, 40.000,Pop_music
0m9xX60f6rs, 110.000, 120.000,Techno
0mCEr5bX2vM, 150.000, 160.000,Techno
0mF5dLUnQe4, 30.000, 40.000,Rhythm_blues
0mFl50vKWR8, 30.000, 40.000,Techno
0mG1-pNtH-A, 30.000, 40.000,Pop_music
0mGW_KrVNI8, 260.000, 270.000,Techno
0mJ7xh68WbQ, 130.000, 140.000,Pop_music
0mOr4PexpwU, 130.000, 140.000,Hip_hop_music
0mQ2G7Jh7XY, 30.000, 40.000,Techno
0mVAu0pbEsk, 30.000, 40.000,Rhythm_blues
0mcmNeXuGqA, 30.000, 40.000,Rhythm_blues
0mdMmkE1G8U, 18.000, 28.000,Techno
0mgRVXZgyGg, 30.000, 40.000,Pop_music
0mgdTnURPVU, 250.000, 260.000,Rhythm_blues
0mm8qnI0jXM, 30.000, 40.000,Techno
0mnWXe9uGtI, 30.000, 40.000,Rhythm_blues
0mpkURoTZSE, 30.000, 40.000,Pop_music
0mpnuRbqK4o, 30.000, 40.000,Techno
